EU,IG,466
GE,CU,335
DP,J,843
GF,BZ,779
BS,B,216
BO,DR,949
DN,W,129
HI,AD,432
GK,P,664
JW,JO,71
BK,KE,836
GX,JU,515
CI,JQ,831
DW,Q,632
HJ,JH,951
HU,DR,683
FJ,AN,60
DC,K,119
JJ,GI,152
IM,CM,220
FM,IU,342
CZ,JF,520
IB,JT,788
CS,DR,854
BM,EH,656
EY,GC,680
AM,GD,529
DM,DN,682
BJ,FW,844
HL,EG,479
GZ,IQ,803
CR,JO,245
IU,W,647
CZ,IP,908
V,BM,193
AH,AZ,14
DZ,GT,468
KA,DV,850
FG,DC,719
JX,DH,920
AG,FT,343
IA,BR,163
BT,AZ,200
IL,FY,82
IQ,CE,888
JX,CW,212
FE,ID,233
IN,AM,215
AF,FS,305
EM,KL,929
DF,X,15
E,BM,880
B,BP,634
JM,G,643
GR,BV,676
IQ,HD,38
HV,FX,618
DO,EC,489
T,HB,471
GN,KK,367
IP,AG,574
IU,EL,755
FR,AT,277
AN,AF,815
DX,KG,930
HO,HP,199
IC,KA,621
FX,DP,524
CO,EK,966
FS,IQ,494
CH,S,53
AF,AH,879
DU,CO,644
GK,W,606
AL,IU,460
N,DS,761
BG,JY,684
HI,AI,707
BR,HM,651
AK,HJ,202
HX,DZ,277
HS,HJ,165
FS,E,986
JI,V,10
AZ,BP,841
CG,BX,156
R,KN,192
IN,CV,478
CX,HH,69
Z,N,894
GA,BR,510
HG,FZ,774
HN,BY,427
HO,U,669
FO,IG,656
AT,BH,974
HP,BO,33
HS,AL,783
IC,AG,304
HI,IU,944
BM,BP,901
HN,DN,953
EK,DW,944
HH,IM,794
FI,JE,406
DX,I,934
CP,GQ,998
AI,KK,731
HX,AQ,541
F,FB,219
BB,BQ,407
FY,ID,972
Y,KH,664
GC,EP,288
HL,HU,824
JJ,HW,73
FT,CJ,689
AW,GA,290
CJ,FD,185
GT,BU,902
G,GJ,314
KF,JL,489
EC,Z,781
AB,AZ,915
IR,HJ,171
B,GX,725
Y,HC,389
FY,JR,879
EW,ER,29
EX,EN,165
A,HP,276
CE,KH,859
BM,CZ,193
JD,CT,553
DC,CP,287
AH,FJ,622
KF,CD,924
IA,IY,581
JK,FB,266
ES,EY,721
DV,BG,845
BZ,HS,693
JN,HT,155
GA,IJ,820
E,EE,751
JM,IT,164
CQ,DG,243
A,CT,260
AN,IN,558
EO,GI,116
JP,HR,908
BY,W,629
HO,GM,393
I,BS,725
BG,JD,50
EC,JA,389
FV,EU,165
AP,I,813
CA,HF,669
JA,K,309
AX,GS,227
S,DK,203
DA,FF,443
KE,GJ,12
DL,AE,93
JZ,GJ,232
AJ,A,639
DD,HG,731
HD,HG,799
DV,BW,83
ET,JB,496
FD,JO,770
HJ,FL,948
CW,JO,103
JA,BF,243
KG,KH,233
IA,BN,929
D,FO,347
GS,AF,319
CW,M,489
GN,CR,971
DL,IC,789
KC,BM,940
AU,JK,394
DA,IP,578
EE,FJ,405
FZ,DU,633
AB,DS,964
CK,FO,717
AD,CG,703
JN,BE,819
JX,DN,412
BQ,HO,627
W,EZ,107
J,HH,911
ID,HY,758
JW,AJ,348
EB,BA,768
EQ,CK,33
EQ,O,366
HX,FC,263
BR,HH,435
HL,JL,796
IQ,HC,23
CJ,BN,365
EH,DA,427
AU,HV,527
CE,EI,602
G,JC,605
AD,AO,755
AX,CU,648
JN,HB,873
BH,FK,368
AC,G,897
GM,CP,810
FV,CZ,299
FJ,GS,426
BO,GX,250
JK,BC,569
BN,KI,869
KD,BH,897
BO,EU,953
EJ,JU,611
FB,GS,383
DM,T,801
DM,KH,706
BE,IX,460
DM,IQ,796
IV,EZ,455
CS,N,942
CJ,EM,946
CN,ID,298
IV,GB,976
HD,EO,357
F,CS,733
JJ,DP,205
CJ,EV,525
EE,Z,508
JF,AV,426
O,EN,108
CZ,HQ,871
R,IW,859
HO,ER,618
HU,AN,478
KA,BS,215
IB,GO,871
CJ,DR,730
T,IZ,363
DZ,JX,516
HQ,DI,129
BC,EJ,156
DU,KC,271
GS,N,76
BU,IH,457
DW,CM,141
DX,AL,628
JS,FL,401
GK,FW,150
BG,EC,664
X,AI,938
HE,KG,571
H,GM,46
F,BS,807
BO,BW,474
BR,ED,191
HR,JR,19
BP,HT,651
AV,IK,486
HC,IY,83
AR,Q,634
JM,GZ,567
JH,HE,305
JI,BX,857
BK,AG,946
BL,KA,604
HB,CF,598
Z,JX,901
JU,CR,150
BO,HF,330
HL,AI,375
JO,HY,58
JO,AL,507
JY,HW,831
DQ,G,88
GP,JG,690
CD,GQ,130
AW,GV,316
HS,AO,28
AQ,JS,383
GG,GJ,744
AK,CW,458
HW,JE,850
BZ,CY,764
FA,HC,503
IA,IL,694
AN,E,10
FO,CR,944
BK,CJ,776
GA,GK,421
FW,AJ,158
EE,IN,857
IR,KD,577
EU,JQ,512
D,FX,923
GM,DV,83
HN,BK,45
KJ,BH,945
FN,JF,292
HP,BY,514
IP,FH,352
ER,JX,273
IR,CZ,828
AU,DZ,615
AH,Z,858
KH,CV,330
CJ,EH,701
DM,CQ,782
CQ,AM,172
DC,FL,141
CF,GM,492
JO,FF,495
AP,IN,885
HX,FF,845
JY,DM,602
HL,JZ,14
FS,IV,538
ET,AC,617
IY,HW,851
M,JK,281
CJ,AX,932
AI,CA,18
HF,HH,520
HT,GF,557
KM,GX,551
KI,DF,634
FF,FA,562
HH,EU,614
FO,HH,449
FE,N,319
E,EU,692
G,N,442
CY,CM,376
DG,HA,958
EA,A,856
JN,GG,29
CN,CB,199
N,GK,78
EC,DT,392
AH,DV,724
KH,FP,90
AO,BL,323
DC,HJ,287
AV,EQ,38
GB,GD,388
EP,HU,23
IA,CB,728
CQ,FJ,837
FJ,DK,218
HF,R,301
KA,AB,538
JS,BR,647
IH,AO,560
KM,BV,524
JV,JN,522
IT,CD,573
BV,FY,268
H,JU,692
GI,HE,850
CS,HG,77
JZ,EJ,765
IK,CC,124
BN,IB,751
GF,GS,818
HW,CJ,154
DO,JC,923
HI,AU,816
JC,M,236
BU,IN,233
FZ,JG,755
GX,KH,425
JX,CU,445
EE,HN,498
KC,HI,903
JP,IV,822
GB,EB,787
EI,DD,448
GP,BD,234
IY,T,752
AB,HI,901
FK,AQ,767
N,BF,877
FJ,CR,482
EV,AQ,617
AA,HR,110
AD,K,215
IV,EK,426
GN,K,517
AC,AY,978
HO,FS,772
JG,BC,20
DS,GP,532
DL,I,947
R,AT,424
HK,CH,75
EU,AK,982
FO,DC,506
JL,AG,110
AN,IS,989
KE,GP,244
JW,KA,117
CX,EB,154
FW,DV,170
JD,IG,228
DZ,BT,894
JP,P,301
GH,JH,329
BF,G,441
GI,BV,773
FV,JD,362
CH,HL,543
CQ,EL,242
ET,AD,684
HC,FU,33
BW,H,221
AG,JT,107
IO,HL,568
DT,CW,193
DY,EF,969
JI,HY,339
DB,BW,958
DW,AT,738
AE,HN,694
JU,GH,782
IZ,IS,832
BF,AB,200
JV,BI,184
DV,DM,892
BO,HJ,153
CR,GC,878
FE,EK,521
JD,AG,866
JN,AD,89
IJ,HS,210
CF,BN,451
BB,AE,139
DE,CP,842
CE,DT,590
IL,GC,334
N,FZ,84
CZ,HH,67
IO,JG,482
GI,GM,241
HH,AT,229
T,I,30
FF,FU,842
KE,GF,179
H,AB,805
IB,HI,256
HS,GS,883
II,JJ,100
BN,GZ,443
IV,A,926
BR,BD,669
AX,JZ,124
DC,GY,948
F,CU,769
DF,Z,907
JV,CR,437
AU,CM,231
CV,JI,298
EE,FY,812
HS,DM,943
DH,HY,383
EB,EG,734
EI,FY,771
IQ,KL,715
FD,JT,338
AT,AS,116
AH,Y,691
FB,IL,108
B,AK,958
FC,JF,246
DA,FZ,340
GA,FV,23
DV,KJ,706
AT,BZ,120
IY,ER,740
IA,JT,19
DY,FX,319
GR,ET,397
GS,JV,297
Z,CH,905
CR,FU,722
GS,HZ,369
CH,HF,340
EL,HR,854
HC,CD,408
BU,HU,306
DX,FE,794
DP,S,373
BY,CA,363
FF,FT,605
T,HR,642
GQ,W,626
HX,AF,81
CR,HF,890
BN,DV,611
IK,AF,912
KM,AF,428
DX,ID,703
IK,JU,240
FB,GK,701
HM,CX,700
AU,GA,231
CL,ET,365
KA,B,668
FJ,HC,157
IA,JR,863
FZ,DY,905
JQ,AN,57
HJ,HT,800
DN,BY,409
Q,BD,25
KC,JF,326
HG,FK,345
DD,JK,779
HO,DK,786
CK,HI,13
CQ,JX,685
AL,G,262
IA,G,123
JX,AV,105
T,JE,85
GT,DV,178
JY,HE,230
AT,AW,558
JK,AF,86
KI,JL,750
CX,CO,21
V,HN,811
KM,Q,805
CK,V,252
IF,EY,314
JU,IP,589
IT,BN,564
AN,IW,173
KC,HA,651
GG,ER,119
EU,GG,232
AT,DA,674
HC,EL,454
EI,JA,491
BA,GB,277
DE,JW,67
AZ,JI,303
DS,KG,769
GD,IP,858
FX,AR,14
JR,EE,937
AX,AF,170
BS,HJ,904
AC,C,651
AD,BI,950
JL,BL,68
JN,GA,305
CM,CZ,352
AP,DE,697
JH,KG,374
IJ,HV,697
GA,JK,611
HZ,DX,961
FJ,DU,855
FT,JA,459
IT,L,904
FE,IP,287
KB,FW,148
FP,HK,548
CH,CB,603
FR,AS,90
HA,GU,721
EL,IX,468
EF,IS,782
CQ,CR,397
BL,BI,686
DD,FW,515
GO,Y,87
AH,JM,52
BH,EA,838
GT,KI,205
EM,AD,644
HW,JS,963
EZ,DG,941
BJ,R,377
GC,AP,698
IO,EM,239
GB,HA,571
JQ,AU,646
IB,ET,392
EW,AP,992
JG,JI,857
FX,AV,868
GN,CP,837
EJ,HI,964
U,DW,840
EK,AM,137
BE,FU,92
IY,KA,407
AX,JN,653
DK,G,898
GF,JX,500
HP,D,173
HH,IS,686
FY,EJ,584
DM,FI,652
BC,HC,840
FI,H,397
Z,GA,686
BN,AX,438
FJ,JB,442
CW,BM,204
HW,FB,60
IN,U,359
BG,ED,936
ID,CK,806
BL,GC,661
S,GN,206
DX,IO,383
BV,GM,160
KE,FN,914
W,CD,719
FV,HV,746
JX,HG,985
JG,DK,512
JQ,IS,210
DZ,FR,952
DG,CD,859
CD,DX,907
CG,EJ,366
IB,JD,758
JY,CK,525
JY,HV,379
KG,IA,838
DX,N,972
AA,AQ,33
IH,IG,789
JZ,CX,610
KK,JR,448
HN,IA,947
CU,BN,807
AM,CX,311
HC,AN,728
AU,N,94
HC,B,336
CH,JU,342
DS,AF,415
IA,GN,920
KL,CL,410
V,FL,797
HA,CD,272
BI,DG,76
IT,EV,36
Z,X,175
EO,JM,982
CD,FU,263
JS,J,829
FH,HI,983
IF,CO,838
DX,GA,932
DQ,GL,775
EN,AS,16
AL,AE,253
JW,EI,850
Q,AC,972
HD,KK,960
AY,GQ,909
CS,CD,260
HE,HW,643
CQ,BJ,704
DU,JA,239
KJ,EA,136
DT,EU,476
AD,AG,427
JB,EZ,855
Z,Y,265
K,JY,433
HH,U,412
FG,DA,211
IJ,FI,522
K,GJ,863
FR,HX,63
DC,AQ,815
CO,HT,340
FY,CA,401
KM,JM,346
JN,GP,322
K,IM,730
GF,JF,719
Y,FW,952
GX,HH,688
JH,JY,971
B,N,431
IL,DA,832
IG,P,802
JV,HI,643
GS,DQ,11
IC,V,407
HK,O,52
JJ,IY,554
DP,ED,957
IL,FA,345
HH,HS,777
CA,IU,347
GH,EE,310
KC,EW,65
GT,JL,545
CY,GW,102
AD,EC,715
BI,HK,680
IN,FK,402
HE,KJ,648
EW,CZ,860
DE,II,234
JT,Y,919
EV,GV,630
D,CY,500
GJ,H,665
F,FC,151
IK,HM,165
GF,EO,464
JV,BZ,145
DP,G,643
EY,HX,870
JK,GX,560
DR,IS,644
FN,JJ,757
CA,KH,293
FT,BI,294
BG,GC,543
GX,AX,352
HW,KC,301
GH,BA,304
J,KJ,937
AI,BN,806
JV,IJ,238
HJ,X,430
EE,BG,612
IJ,GE,899
JV,GW,435
KJ,DD,495
DZ,KA,717
IA,EL,477
H,IA,613
HT,KG,328
DQ,FK,282
JE,U,68
M,JB,448
BS,GH,468
EW,FU,370
IR,CV,867
FE,ED,738
DH,CG,36
DT,JM,974
DD,FX,939
GG,FY,759
JM,JT,507
EW,J,546
EC,HL,920
AW,DW,255
AW,KD,48
GV,CG,428
IP,BP,783
GP,HB,129
JB,JP,546
JI,KF,360
HH,DJ,325
HO,JF,374
E,EO,277
JT,AQ,909
IC,HC,780
DB,N,692
EF,DO,850
HR,D,323
F,AY,922
GV,BK,444
EY,I,685
IE,EK,935
HE,DT,324
FY,GM,755
BK,AY,543
C,FQ,151
EE,BO,265
GE,EE,166
AK,FM,503
BM,AS,112
CM,IY,674
AL,IX,835
JL,ED,444
EQ,DB,753
CQ,GU,111
AP,C,439
DT,IK,472
CN,BV,95
BO,JN,657
DG,DH,817
FD,BH,732
BU,ES,614
BH,AO,612
CA,FG,478
CC,EV,749
IQ,CO,341
IG,FW,328
X,IO,225
JH,CE,728
GO,EA,969
KD,DV,688
CD,EV,120
BG,DR,799
L,FL,95
EZ,DW,280
JP,AZ,681
IC,EY,95
BY,DM,961
G,BG,538
DS,JS,769
X,KE,639
DQ,HH,529
ED,EH,967
IR,FS,209
KC,DX,830
ER,HG,390
DM,FV,482
AA,AO,969
K,HR,210
AJ,ED,469
FU,KK,565
FP,CV,327
FR,BM,956
GY,Z,195
BS,DI,139
CD,CX,738
GK,ER,457
EH,DB,534
CF,C,714
IA,BM,904
HF,F,270
DD,AT,277
AQ,Y,610
IN,HR,555
EP,ID,201
JK,DJ,768
FG,DU,991
HY,IN,889
IM,GG,578
KL,AF,972
EF,JU,664
JD,DW,985
EW,FS,385
GX,JM,569
IO,FL,985
FJ,IT,538
GB,B,191
FN,EB,457
DN,EI,433
CN,JB,390
CA,D,987
EA,V,775
IU,JZ,208
IG,GB,232
IA,GR,225
HZ,DB,151
IG,AF,701
GP,FY,209
CU,AT,679
DR,H,165
BH,IT,26
HY,JM,734
JH,KF,548
BI,BB,723
BF,GJ,387
DL,S,64
GA,AP,556
DE,BO,206
BD,FW,233
BR,HE,372
JP,HI,273
BF,EY,740
AO,DJ,651
JZ,HW,59
FL,HB,152
JP,EH,977
BM,IY,149
BL,FB,377
DC,AI,802
DB,CD,188
IG,AQ,341
GL,BG,378
GU,JC,462
CU,ES,339
FU,IC,585
CC,JF,355
FC,HD,824
KM,ER,90
DS,HA,726
CM,JM,820
KA,EU,842
IP,HM,630
FN,FS,635
X,AE,697
BP,HG,608
DW,EL,491
EN,BM,624
GX,DP,514
U,BH,366
DH,BE,331
FT,GB,317
ER,EK,326
JE,CB,36
AY,FR,171
IU,JK,902
CY,IC,282
CB,GE,696
BO,EM,53
H,JT,173
CP,DR,239
AI,KE,384
AS,GN,267
U,HM,449
DM,ET,489
ED,JS,862
AZ,GG,614
EJ,HM,574
HB,AW,395
FI,JZ,299
DL,BN,742
AH,HX,911
CD,KA,750
AR,HV,382
JV,KH,224
JX,IE,250
BC,GB,230
A,DN,889
J,JD,489
GN,HX,875
FK,IC,312
AC,Z,744
W,EY,369
EE,ID,62
JL,EJ,851
IF,DB,731
IK,ID,639
HH,KH,159
FA,C,674
HU,Q,156
DI,DV,446
CL,DO,696
BL,IO,523
KJ,FO,715
AG,FM,879
JA,AA,920
FT,AU,223
CT,FN,399
H,CR,20
JI,AD,340
CC,S,601
HP,FG,789
AY,CJ,845
CE,AS,170
AP,CA,293
EV,FS,708
CW,EN,56
DS,BZ,425
DD,FJ,17
BP,EK,100
JD,U,445
BX,EE,31
HG,FG,85
KN,IY,249
EH,IV,865
G,EP,170
EE,JQ,846
GI,DI,94
BK,HQ,583
CW,IP,768
FS,BO,942
ER,DN,753
L,EV,505
JF,AK,276
II,CT,527
GS,GX,878
IU,EI,932
DB,HY,125
AJ,AU,619
HC,HU,356
GH,GD,515
DT,EG,459
FH,EM,829
AQ,JR,640
CD,EU,273
GP,IS,403
BL,JI,731
JA,KG,728
L,BZ,705
JM,DE,555
AF,AJ,408
CU,EN,371
CA,DK,276
EY,AW,606
G,IP,413
EN,R,288
GB,EN,855
AH,CS,359
BG,EU,207
GG,EV,405
BI,D,660
CT,AA,771
J,IB,875
A,CK,101
GL,GQ,813
BM,AG,82
KA,AO,962
IQ,EC,575
FA,CS,46
IN,GJ,924
BW,HH,846
KL,AO,911
CT,IN,398
BC,Y,341
GP,JW,795
BY,EL,749
JZ,BZ,118
IU,FI,932
DC,IW,123
GB,AX,764
KG,AZ,208
D,GH,100
HN,AW,88
CJ,HN,824
X,GQ,152
HD,GE,858
JN,GE,738
GN,W,451
IG,GI,557
AU,DX,306
JU,GW,528
HH,CU,453
GI,FI,996
J,DB,798
JM,IJ,269
GU,GZ,451
AE,GA,475
JY,KC,734
ER,N,762
AI,FD,243
KC,IS,691
GH,EI,229
HQ,O,15
AC,AQ,792
AD,FI,41
DZ,KG,471
BA,CJ,431
FG,D,963
ER,KA,105
J,CD,237
EE,EQ,776
KD,GL,341
FX,DU,879
DV,HU,27
DR,GT,888
FG,FO,905
AK,AB,14
JC,IS,689
N,FF,203
EM,CT,548
IN,A,255
HY,HH,990
EU,HP,833
BM,AX,899
AQ,CB,996
EY,JH,337
CD,JJ,655
BV,FU,821
IO,IP,901
KF,BF,362
HE,JO,271
GU,BT,478
EF,JV,992
IR,GE,499
GP,FI,66
GV,FQ,675
HK,JR,531
JH,HC,130
CH,KF,391
GF,DC,235
KE,EB,451
HO,A,577
EC,DE,835
HV,IK,912
DT,BZ,847
HY,FI,679
AX,CB,549
HK,I,784
BK,IJ,767
JB,KG,484
GR,DQ,341
EY,KK,328
CU,K,623
IA,CS,869
JZ,IT,589
KE,FV,463
GK,DT,407
JE,KK,790
DS,HQ,506
KH,F,745
AQ,HP,961
JI,AM,88
AX,GE,533
ED,FW,585
CO,ER,400
IT,IV,612
GM,HN,539
R,GP,518
HE,EQ,979
GN,AR,638
IU,BX,538
D,AG,874
BI,DY,959
KN,BE,694
GQ,CL,266
FS,GP,139
CY,FX,849
FL,DH,540
JB,KL,295
AS,IV,668
DK,AO,133
GJ,GT,423
Y,GE,311
AA,HX,51
GW,JX,683
FX,HE,137
GA,BJ,150
JZ,DD,432
HL,BS,595
JA,CX,60
AP,FT,115
KM,EX,226
FC,FJ,23
GN,DW,828
HQ,HR,335
GB,IA,615
EI,FO,290
DC,HR,667
GW,DO,70
IK,HR,226
EA,DG,673
CV,DP,159
JX,B,977
FK,CZ,707
M,FK,897
EC,AF,23
DS,JB,519
FP,EP,975
BD,Z,776
BU,GR,25
JR,GW,253
B,BT,214
IL,JB,296
Z,IM,839
KA,FT,716
GL,KN,245
JD,HO,616
AE,FS,401
JM,CT,372
BH,CK,433
HD,HL,104
HI,GD,182
DS,CP,809
IV,BC,823
FH,JC,748
JF,CI,847
ID,U,263
AP,CE,263
DJ,JH,113
HN,IV,984
H,FD,982
GF,CB,166
CM,CD,602
IV,CT,260
GC,GK,552
E,GO,473
BQ,DM,21
U,HZ,139
AB,CI,321
AS,AY,674
EM,HJ,868
O,KL,760
GN,AE,402
CU,A,491
L,HC,582
I,HT,508
EK,EU,682
EG,JW,693
BH,JI,699
FV,CH,967
IM,DE,403
AO,GQ,175
JE,BZ,174
AM,FN,496
GE,KN,785
EY,DJ,960
JG,GI,556
W,IG,736
C,CG,945
EW,FY,849
KJ,HY,778
FY,DX,626
IN,ET,488
HE,IB,48
IY,KC,577
CB,EV,316
EF,CK,453
KG,AW,946
FQ,HY,924
DA,EU,500
FL,M,331
IC,HS,279
AJ,GO,952
W,HI,665
DG,FM,940
HS,EH,845
EZ,BU,800
EN,CT,601
IH,IM,339
IH,BB,321
AD,D,500
EG,K,881
DT,JI,798
JU,E,457
JH,AT,942
GM,GU,951
FM,AS,801
GC,IP,127
AE,CA,498
AC,GN,744
BY,DK,976
AP,CU,431
AZ,U,20
BN,DY,524
DA,BA,19
E,IK,538
IC,EI,62
IH,FM,409
BC,CZ,362
HA,AM,522
EM,HW,328
FY,AI,399
CT,HQ,304
IL,DH,463
DP,BJ,384
EH,J,265
AM,DD,274
GJ,FC,867
D,IA,321
IU,JO,18
EO,AL,612
DQ,FD,24
BH,L,827
K,JM,209
GS,AO,296
BC,DU,664
KI,AI,718
W,CG,324
FK,KH,956
HR,HT,932
BK,KL,911
KH,DP,810
EK,FW,744
IQ,AA,707
AX,EW,723
FE,JE,424
BR,BK,77
DN,JM,487
FH,GQ,425
JE,FU,908
T,IR,563
GL,JL,21
U,GW,919
DZ,AN,714
GF,BL,240
JH,KN,575
JM,DJ,444
GC,DJ,737
CM,C,307
EY,HB,335
FC,AU,960
T,KK,275
KD,X,834
P,JJ,612
D,BK,235
M,GW,701
IW,AK,346
HX,J,24
HA,BJ,422
GW,GO,383
DO,C,938
GF,FO,743
BF,HN,454
CI,EG,253
GK,BI,941
DQ,DF,411
KI,FC,768
ES,L,868
DN,IN,254
X,DS,249
FT,JD,33
JX,HO,452
BN,CT,728
B,AJ,995
AY,AQ,672
GV,CF,745
IA,HO,697
GL,IM,691
AB,JA,575
FQ,JZ,714
ER,C,781
AN,JA,885
HP,FS,685
DZ,II,110
X,HZ,234
AC,FQ,306
BO,JQ,710
FM,EH,535
BG,DJ,605
FM,BP,316
IN,CJ,516
BD,AI,592
EG,BD,145
FT,IR,511
HD,HC,481
AA,CR,68
DY,AC,336
CE,ID,534
JS,BB,571
FZ,IO,220
EX,II,216
EY,B,450
II,JL,845
DN,CE,105
JP,EM,461
BD,CF,549
K,CJ,158
AC,AJ,507
DH,KE,448
CV,L,921
AU,DD,385
HC,EA,738
F,BG,277
KG,BO,120
FJ,BE,831
DM,CB,914
CZ,GG,541
BF,GT,262
BU,B,557
JY,AK,172
AN,HV,295
BB,DD,512
EK,Z,652
JF,EN,195
DX,FH,58
DX,IY,353
FM,DN,154
B,EE,609
FT,EQ,760
EZ,CD,137
KA,FZ,650
BO,DQ,917
BW,KB,443
BJ,DS,474
EK,IM,310
HD,EM,907
HC,GI,359
CK,BE,512
CK,IJ,720
EG,G,355
E,KA,701
AD,HV,607
GH,DS,205
FB,JO,416
V,HS,53
GF,IH,359
HM,EG,79
BE,KK,62
EW,JN,454
CI,IT,882
AL,AC,331
EM,FL,841
IM,JW,666
IX,GV,671
HQ,CG,811
DA,O,23
CP,KL,902
IL,FM,105
HE,CH,96
ET,FW,940
IA,AL,140
JP,KC,998
S,GG,140
BZ,IU,207
ED,KI,372
FH,BT,799
KN,CQ,140
W,GI,754
FL,HH,646
DI,JZ,274
GC,IW,167
GF,DA,46
DX,AE,751
FE,U,292
DQ,AG,253
EY,JP,608
HT,CH,893
CG,GU,469
ID,DF,17
E,EA,616
DW,W,47
CA,BS,437
GE,HT,386
HN,HK,327
L,EI,595
AR,AP,830
IY,JP,900
GA,HJ,224
I,JT,263
IO,FT,980
CF,KI,772
BK,AK,165
KJ,Q,234
L,CI,387
EB,BV,730
HT,HQ,186
CH,JO,635
IG,HJ,320
DK,GD,48
BR,N,520
IC,AT,784
HY,FM,473
GG,GM,791
X,JU,584
HM,GJ,187
IJ,DD,795
L,HD,289
GJ,FE,281
KH,AG,413
BD,KM,387
BG,FC,481
JF,BD,720
FY,FF,822
FZ,HH,86
EM,JA,811
FH,P,110
HH,AK,117
EP,JI,789
AX,GK,767
GI,HU,200
DQ,EA,272
FL,BK,331
ES,EB,371
CV,CX,780
FY,BB,376
JH,AC,626
IX,JK,237
HI,L,475
IV,BF,828
FT,KF,310
GA,IT,752
IP,IG,298
EB,IG,837
R,JZ,275
HX,KF,237
FQ,CQ,890
BU,L,543
CE,IK,606
IL,GA,776
FT,KG,311
EL,D,812
IM,HD,952
IF,FH,372
FW,HU,454
IG,ER,681
CW,AU,342
K,HJ,419
HQ,HF,966
D,HU,512
AA,ET,632
JL,KG,121
CJ,P,10
FW,DW,665
IN,EH,391
BG,JC,678
KA,GP,285
FX,FQ,527
GI,AN,704
EF,DE,512
CU,AY,317
JJ,CV,201
FS,GJ,45
FD,FL,705
GB,FJ,631
JZ,AB,772
IE,CQ,263
HB,JG,136
EI,AN,206
BW,IG,43
BQ,HE,203
KM,AN,260
X,FM,569
EI,DW,722
IU,FU,845
DP,DS,924
CV,GH,587
II,FK,266
IU,IR,690
FT,KC,55
GM,EY,777
FF,HM,372
HH,BH,54
IC,JD,390
HN,FU,888
HH,BP,224
HS,N,44
JG,JY,311
KB,EP,675
GT,BS,649
KN,HO,529
ET,AQ,975
KJ,KD,621
C,IZ,130
GR,IN,239
EU,KL,968
IV,F,633
BQ,Z,727
IE,GH,44
CJ,AQ,17
AN,KE,729
IX,JO,332
AW,X,222
GK,HW,557
JB,F,981
EW,HF,363
FW,EN,158
FG,HH,480
HZ,JU,628
ID,Y,599
GZ,DL,738
HO,DP,900
BH,BZ,844
CD,ED,543
CG,CQ,786
HF,C,97
IP,U,845
HA,GR,196
JB,CG,411
CQ,KJ,761
JR,HT,372
AG,T,990
KL,JP,912
IS,GI,803
M,HZ,965
EM,HE,932
FK,KL,222
BN,V,296
CW,GS,717
JK,JT,460
P,BI,211
DP,GB,876
JJ,O,259
DF,II,525
HY,CI,11
BJ,GY,108
IU,JJ,734
AP,N,851
EM,ER,546
EK,BV,949
DX,FL,233
JF,AZ,204
CX,AY,51
DP,GN,549
BP,JV,840
IW,F,757
K,HV,491
FN,HX,751
BF,DJ,326
EO,EK,274
GK,IN,708
CJ,JV,446
HN,CC,46
HE,KH,616
GG,BL,315
GV,CV,149
BX,IQ,509
BC,GY,398
DR,BW,352
BG,GB,83
JL,KA,900
C,KH,560
BI,DZ,470
JR,CT,642
HQ,EX,467
CG,BI,747
JT,DA,534
HD,Y,616
JK,B,939
IW,DO,921
FX,M,666
AF,K,655
ET,EH,91
CG,JP,592
HQ,HE,140
DY,HG,701
S,GW,14
HK,GD,61
M,BW,900
FX,FC,902
AE,JJ,156
DT,IA,281
HU,GC,513
EU,HL,858
GT,FM,643
HC,JG,630
FP,IN,390
S,HQ,162
GZ,C,462
BB,JH,767
FO,BQ,719
AV,ER,847
AO,AS,414
A,EV,255
IQ,L,381
AY,GL,490
U,CY,82
CD,AH,185
GQ,JE,372
D,JB,478
BD,FL,775
CI,GA,763
AF,U,629
ES,AU,198
JI,HD,746
JE,FA,335
EY,JL,900
CR,KN,26
IE,GK,914
DP,CO,959
HC,AP,297
KN,KM,588
FR,JF,283
CG,FR,103
T,HY,838
S,FL,210
GY,EN,658
BJ,KA,104
FR,IL,323
HK,DM,186
HJ,EA,117
EU,EQ,666
DF,JS,41
X,GI,666
GU,I,954
DC,JQ,153
CR,IJ,576
DY,JK,638
BK,ER,651
JF,DT,876
AZ,AX,264
EH,DE,977
EM,CN,50
DG,ER,521
HE,FI,739
IF,GG,218
HD,HU,597
FR,FF,838
CC,FX,160
JE,AZ,390
CE,JN,269
EG,HS,343
FY,DY,461
DE,BE,149
EB,JU,177
DN,KA,657
JX,C,380
HT,HE,635
HX,BB,77
KK,KD,764
BE,IJ,721
IN,Y,205
IK,IE,526
HK,IL,210
FB,BB,95
EG,GJ,405
E,AT,350
JH,CC,913
IY,JN,475
AG,CB,259
AC,JS,237
GQ,FJ,353
IV,DQ,771
JN,II,294
JW,Z,645
KJ,GO,369
BS,BE,246
EB,CS,379
L,HP,672
GN,EJ,451
EI,FC,960
BI,JB,739
KK,AN,776
AQ,CG,187
BT,IY,548
CK,DD,458
KE,GR,883
GY,GE,423
BA,FI,302
KI,EY,201
IL,JP,366
AE,EF,448
CJ,HR,963
GT,EW,976
FF,II,701
EE,JD,23
JZ,X,150
IU,KD,253
EO,GV,955
JQ,IF,162
GI,HB,547
IG,K,109
JG,DF,227
AK,ES,102
JV,CB,217
AO,DY,919
FJ,GP,669
KK,CZ,532
JK,EF,329
N,DY,347
BL,KF,218
JA,G,617
